source, target, type, edgetype
ko:K15768 ko:K15769,ko:K00492,ECrel, Relation
ko:K15766 ko:K15767,path:ko00622,maplink, Relation
ko:K03381,path:ko00622,maplink, Relation
ko:K03381,ko:K01856,ECrel, Relation
ko:K01860,ko:K01061,ECrel, Relation
ko:K01860,ko:K01061,ECrel, Relation
ko:K01061,ko:K00217,ECrel, Relation
ko:K00217,ko:K00217,ECrel, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K03380,ECrel, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K00492,ECrel, Relation
ko:K03380,ko:K00492,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K16269,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K03380,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,path:ko00622,maplink, Relation
ko:K16269,ko:K03380,ECrel, Relation
ko:K16269,path:ko00622,maplink, Relation
ko:K03380,path:ko00622,maplink, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K00492,ECrel, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K05797,ECrel, Relation
ko:K15757 ko:K15758,ko:K00055,ECrel, Relation
ko:K07540,ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ECrel, Relation
ko:K07540,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K07540,ko:K15757 ko:K15758,ECrel, Relation
ko:K07540,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K03268 ko:K16268 ko:K18089 ko:K18090,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K15757 ko:K15758,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K03268 ko:K16268 ko:K18089 ko:K18090,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K03268 ko:K16268 ko:K18089 ko:K18090,ko:K15757 ko:K15758,ECrel, Relation
ko:K03268 ko:K16268 ko:K18089 ko:K18090,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K15757 ko:K15758,ECrel, Relation
ko:K15757 ko:K15758,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K07540,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K16249 ko:K16243 ko:K16244 ko:K16242 ko:K16245 ko:K16246,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K03268 ko:K16268 ko:K18089 ko:K18090,ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ECrel, Relation
ko:K15760 ko:K15761 ko:K15762 ko:K15763 ko:K15764 ko:K15765,ko:K00055,ECrel, Relation
cpd:C01467 ,cpd:C03351 ,irreversible, Reaction
cpd:C03067 ,cpd:C00587 ,irreversible, Reaction
cpd:C06677 ,cpd:C01468 ,irreversible, Reaction
cpd:C06677 ,cpd:C06730 ,irreversible, Reaction
cpd:C04112 ,cpd:C04559 ,irreversible, Reaction
cpd:C00633 ,cpd:C00156 ,irreversible, Reaction
cpd:C06730 ,cpd:C04112 ,irreversible, Reaction
cpd:C01468 ,cpd:C00633 ,irreversible, Reaction
cpd:C01455 ,cpd:C04592 ,irreversible, Reaction
cpd:C04592 ,cpd:C02923 ,irreversible, Reaction
cpd:C00261 ,cpd:C00180 ,irreversible, Reaction
cpd:C00556 ,cpd:C00261 ,irreversible, Reaction
cpd:C06677 ,cpd:C06678 ,irreversible, Reaction
cpd:C01455 ,cpd:C09816 ,irreversible, Reaction
cpd:C09816 cpd:C00091 ,cpd:C09817 ,irreversible, Reaction
cpd:C09817 ,cpd:C09818 ,irreversible, Reaction
cpd:C09818 ,cpd:C09819 ,irreversible, Reaction
cpd:C09819 ,cpd:C09820 ,irreversible, Reaction
cpd:C09820 ,cpd:C00512 cpd:C00091 ,irreversible, Reaction
cpd:C18300 ,cpd:C18301 ,irreversible, Reaction
cpd:C18303 ,cpd:C18308 ,irreversible, Reaction
cpd:C18308 ,cpd:C18309 ,irreversible, Reaction
cpd:C18309 ,cpd:C18310 ,irreversible, Reaction
cpd:C18303 ,cpd:C18304 ,irreversible, Reaction
cpd:C18304 ,cpd:C18305 ,irreversible, Reaction
cpd:C18305 ,cpd:C18306 ,irreversible, Reaction
cpd:C18306 ,cpd:C18307 ,irreversible, Reaction
cpd:C04112 ,cpd:C04558 ,irreversible, Reaction
cpd:C01455 ,cpd:C01542 ,irreversible, Reaction
cpd:C01542 ,cpd:C02923 ,irreversible, Reaction
cpd:C01467 ,cpd:C02923 ,irreversible, Reaction
cpd:C01455 ,cpd:C01467 ,irreversible, Reaction
cpd:C01455 ,cpd:C00556 ,irreversible, Reaction
cpd:C01455 ,cpd:C01468 ,irreversible, Reaction
cpd:C01455 ,cpd:C00556 ,irreversible, Reaction
ko:K01498 ko:K11752,ko:K01497 ko:K14652,ECrel, Relation
ko:K00082 ko:K11752,ko:K01498 ko:K11752,ECrel, Relation
ko:K00794,ko:K00793,ECrel, Relation
ko:K02858 ko:K14652,ko:K00794,ECrel, Relation
ko:K00861 ko:K11753,ko:K00793,ECrel, Relation
ko:K00861 ko:K11753,ko:K00953 ko:K11753,ECrel, Relation
ko:K00861 ko:K11753,ko:K18453,ECrel, Relation
ko:K01497 ko:K14652,path:ko00230,maplink, Relation
ko:K02858 ko:K14652,path:ko00030,maplink, Relation
ko:K00793,ko:K07732,ECrel, Relation
ko:K18453,ko:K07732,ECrel, Relation
ko:K00953 ko:K11753,ko:K07732,ECrel, Relation
ko:K00299 ko:K19285,ko:K04719,ECrel, Relation
ko:K04719,path:ko00860,maplink, Relation
ko:K00861 ko:K11753,ko:K00299 ko:K19285,ECrel, Relation
ko:K00861 ko:K11753,ko:K14656,ECrel, Relation
ko:K07732,ko:K00299 ko:K19285,ECrel, Relation
ko:K07732,ko:K14656,ECrel, Relation
ko:K00299 ko:K19285,ko:K14656,ECrel, Relation
ko:K00299 ko:K19285,ko:K00953 ko:K11753,ECrel, Relation
ko:K00299 ko:K19285,ko:K18453,ECrel, Relation
ko:K14653,ko:K08096,ECrel, Relation
ko:K01497 ko:K14652,ko:K08096,ECrel, Relation
ko:K01497 ko:K14652,ko:K14654,ECrel, Relation
ko:K01497 ko:K14652,ko:K14653,ECrel, Relation
ko:K01498 ko:K11752,ko:K14654,ECrel, Relation
ko:K01498 ko:K11752,ko:K14653,ECrel, Relation
ko:K14654,ko:K14653,ECrel, Relation
ko:K14654,ko:K14655,ECrel, Relation
ko:K00082 ko:K11752,ko:K14655,ECrel, Relation
ko:K04719,ko:K19286,ECrel, Relation
ko:K15245,ko:K18453,ECrel, Relation
ko:K15245,ko:K00953 ko:K11753,ECrel, Relation
ko:K15245,ko:K14656,ECrel, Relation
ko:K05901,ko:K00861 ko:K11753,ECrel, Relation
ko:K05901,ko:K07732,ECrel, Relation
ko:K05901,ko:K00793,ECrel, Relation
ko:K05368,ko:K00861 ko:K11753,ECrel, Relation
ko:K05368,ko:K07732,ECrel, Relation
ko:K05368,ko:K00793,ECrel, Relation
ko:K19286,ko:K14656,ECrel, Relation
ko:K19286,ko:K00953 ko:K11753,ECrel, Relation
ko:K19286,ko:K18453,ECrel, Relation
ko:K19286,ko:K07732,ECrel, Relation
ko:K19286,ko:K00861 ko:K11753,ECrel, Relation
cpd:C00199 ,cpd:C15556 ,irreversible, Reaction
cpd:C00255 ,cpd:C00061 ,irreversible, Reaction
cpd:C04732 cpd:C15556 ,cpd:C04332 ,irreversible, Reaction
cpd:C00007 cpd:C00530 ,cpd:C00001 cpd:C00472 ,irreversible, Reaction
cpd:C04332 ,cpd:C04732 cpd:C00255 ,irreversible, Reaction
cpd:C01268 ,cpd:C04454 ,irreversible, Reaction
cpd:C01304 ,cpd:C01268 ,irreversible, Reaction
cpd:C00044 ,cpd:C01304 ,irreversible, Reaction
cpd:C00061 ,cpd:C00016 ,irreversible, Reaction
cpd:C00016 ,cpd:C00061 ,irreversible, Reaction
cpd:C00255 ,cpd:C00061 ,irreversible, Reaction
cpd:C01304 ,cpd:C18910 ,irreversible, Reaction
cpd:C00061 ,cpd:C01847 ,irreversible, Reaction
cpd:C00016 ,cpd:C01352 ,irreversible, Reaction
cpd:C01847 ,cpd:C03114 ,irreversible, Reaction
cpd:C18910 ,cpd:C04454 ,irreversible, Reaction
cpd:C00044 ,cpd:C15563 ,irreversible, Reaction
cpd:C15563 ,cpd:C01304 ,irreversible, Reaction
cpd:C00061 ,cpd:C00016 ,irreversible, Reaction
cpd:C00061 ,cpd:C01847 ,irreversible, Reaction
cpd:C00061 ,cpd:C01847 ,irreversible, Reaction
cpd:C00016 ,cpd:C01352 ,irreversible, Reaction
ko:K13822 ko:K13823,ko:K14477,PPrel, Relation
ko:K14477,ko:K14478,PPrel, Relation
ko:K13822 ko:K13823,ko:K14478,PPrel, Relation
ko:K01392,cpd:C00306,PCrel, Relation
ko:K01354,cpd:C16003,PCrel, Relation
ko:K14475,ko:K13537,PPrel, Relation
ko:K06856,ko:K14473,PPrel, Relation
ko:K06856,ko:K14473,PPrel, Relation
ko:K10161,ko:K04729,PPrel, Relation
ko:K04389,ko:K04390,PPrel, Relation
ko:K03156,ko:K06527,GErel, Relation
ko:K03156,ko:K06494,GErel, Relation
ko:K03156,ko:K06490,GErel, Relation
ko:K04687,ko:K06490,GErel, Relation
ko:K04687,ko:K00463,GErel, Relation
ko:K13537,ko:K04234,PPrel, Relation
ko:K04234,ko:K04634,PPrel, Relation
ko:K04634,ko:K05858,PPrel, Relation
ko:K05858,ko:K02677,PPrel, Relation
ko:K05858,ko:K02677,PPrel, Relation
ko:K00274,ko:K01593,ECrel, Relation
ko:K01593,ko:K01432 ko:K14263 ko:K07130,ECrel, Relation
ko:K00463,ko:K01432 ko:K14263 ko:K07130,ECrel, Relation
ko:K14265 ko:K00838,ko:K00463,ECrel, Relation
ko:K00463,ko:K00502,ECrel, Relation
ko:K01593,ko:K00463,ECrel, Relation
ko:K01593,ko:K00502,ECrel, Relation
ko:K01556,ko:K01432 ko:K14263 ko:K07130,ECrel, Relation
ko:K01556,ko:K00816 ko:K00825 ko:K14264,ECrel, Relation
ko:K00486,ko:K01556,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K01556,ECrel, Relation
ko:K00486,ko:K00816 ko:K00825 ko:K14264,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K00816 ko:K00825 ko:K14264,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K00486,ECrel, Relation
ko:K00486,ko:K01556,ECrel, Relation
ko:K00486,ko:K00816 ko:K00825 ko:K14264,ECrel, Relation
ko:K01556,ko:K00816 ko:K00825 ko:K14264,ECrel, Relation
ko:K00452,ko:K01556,ECrel, Relation
ko:K01556,ko:K03781,ECrel, Relation
ko:K00452,ko:K03781,ECrel, Relation
ko:K03392,ko:K00452,ECrel, Relation
ko:K10217,ko:K03392,ECrel, Relation
ko:K10217,ko:K15067,ECrel, Relation
ko:K00252,ko:K00164,ECrel, Relation
ko:K01692 ko:K01825 ko:K01782 ko:K07511 ko:K07514 ko:K07515,ko:K00252,ECrel, Relation
ko:K01825 ko:K01782 ko:K00022 ko:K07514,ko:K01692 ko:K01825 ko:K01782 ko:K07511 ko:K07514 ko:K07515,ECrel, Relation
ko:K00626,ko:K01825 ko:K01782 ko:K00022 ko:K07514,ECrel, Relation
ko:K03393,ko:K01667,ECrel, Relation
ko:K01667,ko:K00502,ECrel, Relation
ko:K00453,ko:K00502,ECrel, Relation
ko:K14265 ko:K00838,ko:K00502,ECrel, Relation
ko:K03334,ko:K00502,ECrel, Relation
ko:K00453,ko:K01667,ECrel, Relation
ko:K14265 ko:K00838,ko:K01667,ECrel, Relation
ko:K03334,ko:K01667,ECrel, Relation
ko:K14265 ko:K00838,ko:K00453,ECrel, Relation
ko:K03334,ko:K00453,ECrel, Relation
ko:K04103,ko:K03334,ECrel, Relation
ko:K04103,ko:K14265 ko:K00838,ECrel, Relation
ko:K04103,ko:K00274,ECrel, Relation
ko:K04103,ko:K11182,ECrel, Relation
ko:K04103,ko:K11817,ECrel, Relation
ko:K04103,ko:K00128 ko:K14085 ko:K00149,ECrel, Relation
ko:K11817,ko:K00274,ECrel, Relation
ko:K00128 ko:K14085 ko:K00149,ko:K00274,ECrel, Relation
ko:K11817,ko:K11182,ECrel, Relation
ko:K00128 ko:K14085 ko:K00149,ko:K11182,ECrel, Relation
ko:K01593,ko:K00274,ECrel, Relation
ko:K01593,ko:K11182,ECrel, Relation
ko:K01593,ko:K00562,ECrel, Relation
ko:K00274,ko:K00562,ECrel, Relation
ko:K11182,ko:K00562,ECrel, Relation
ko:K00466,ko:K01721,ECrel, Relation
ko:K00466,ko:K01426,ECrel, Relation
ko:K01721,ko:K01426,ECrel, Relation
ko:K01721,ko:K01501,ECrel, Relation
ko:K01721,ko:K01237,ECrel, Relation
ko:K01501,ko:K01237,ECrel, Relation
ko:K00274,ko:K00157,ECrel, Relation
ko:K00274,ko:K00128 ko:K14085 ko:K00149,ECrel, Relation
ko:K00543,ko:K00128 ko:K14085 ko:K00149,ECrel, Relation
ko:K00543,ko:K00157,ECrel, Relation
ko:K00669,ko:K01593,ECrel, Relation
ko:K01593,ko:K00562,ECrel, Relation
ko:K00463,ko:K01593,ECrel, Relation
ko:K01593,ko:K00274,ECrel, Relation
ko:K00669,ko:K00562,ECrel, Relation
ko:K00669,ko:K00463,ECrel, Relation
ko:K00669,ko:K00274,ECrel, Relation
ko:K00463,ko:K00562,ECrel, Relation
ko:K00274,ko:K00562,ECrel, Relation
ko:K00463,ko:K00274,ECrel, Relation
ko:K00543,ko:K00669,ECrel, Relation
ko:K00493 ko:K07408 ko:K07409 ko:K07410 ko:K14338,ko:K00543,ECrel, Relation
ko:K00463,ko:K00543,ECrel, Relation
ko:K00463,ko:K00493 ko:K07408 ko:K07409 ko:K07410 ko:K14338,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K01556,ECrel, Relation
ko:K01556,ko:K00453,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K00453,ECrel, Relation
ko:K01556,ko:K01432 ko:K14263 ko:K07130,ECrel, Relation
ko:K01667,ko:K01593,ECrel, Relation
ko:K01667,ko:K00466,ECrel, Relation
ko:K00502,ko:K01593,ECrel, Relation
ko:K00502,ko:K00466,ECrel, Relation
ko:K03334,ko:K01593,ECrel, Relation
ko:K03334,ko:K00466,ECrel, Relation
ko:K14265 ko:K00838,ko:K01593,ECrel, Relation
ko:K14265 ko:K00838,ko:K00466,ECrel, Relation
ko:K00466,ko:K01593,ECrel, Relation
ko:K00453,ko:K01593,ECrel, Relation
ko:K00453,ko:K00466,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K00463,ECrel, Relation
ko:K01556,ko:K00463,ECrel, Relation
ko:K01667,ko:K00463,ECrel, Relation
ko:K00502,ko:K00463,ECrel, Relation
ko:K03334,ko:K00463,ECrel, Relation
ko:K14265 ko:K00838,ko:K00463,ECrel, Relation
ko:K01593,ko:K00463,ECrel, Relation
ko:K00466,ko:K00463,ECrel, Relation
ko:K00626,path:ko00010,maplink, Relation
ko:K01667,path:ko00400,maplink, Relation
ko:K00502,path:ko00400,maplink, Relation
ko:K03334,path:ko00400,maplink, Relation
ko:K14265 ko:K00838,path:ko00400,maplink, Relation
ko:K00453,path:ko00400,maplink, Relation
ko:K01593,path:ko00400,maplink, Relation
ko:K00466,path:ko00400,maplink, Relation
ko:K00463,path:ko00400,maplink, Relation
ko:K11812 ko:K11813,path:ko00400,maplink, Relation
ko:K11812 ko:K11813,ko:K00463,ECrel, Relation
ko:K03334,ko:K11812 ko:K11813,ECrel, Relation
ko:K14265 ko:K00838,ko:K11812 ko:K11813,ECrel, Relation
ko:K01667,ko:K11812 ko:K11813,ECrel, Relation
ko:K00466,ko:K11812 ko:K11813,ECrel, Relation
ko:K11812 ko:K11813,ko:K00453,ECrel, Relation
ko:K11812 ko:K11813,ko:K00502,ECrel, Relation
ko:K11812 ko:K11813,ko:K01593,ECrel, Relation
ko:K11868,ko:K01237,ECrel, Relation
ko:K11868,ko:K01721,ECrel, Relation
ko:K11868,ko:K01501,ECrel, Relation
ko:K11817,ko:K01501,ECrel, Relation
ko:K11817,ko:K01426,ECrel, Relation
ko:K00128 ko:K14085 ko:K00149,ko:K01501,ECrel, Relation
ko:K00128 ko:K14085 ko:K00149,ko:K01426,ECrel, Relation
ko:K01501,ko:K01426,ECrel, Relation
path:ko00627,ko:K01432 ko:K14263 ko:K07130,maplink, Relation
path:ko00627,ko:K01556,maplink, Relation
ko:K11812 ko:K11813,ko:K11818,ECrel, Relation
ko:K11812 ko:K11813,ko:K11868,ECrel, Relation
ko:K11818,ko:K11868,ECrel, Relation
ko:K11818,ko:K11819,ECrel, Relation
ko:K11819,ko:K11820,ECrel, Relation
ko:K11820,ko:K11821,ECrel, Relation
ko:K11821,ko:K01237,ECrel, Relation
ko:K01556,ko:K03782,ECrel, Relation
ko:K03782,ko:K00452,ECrel, Relation
ko:K03334,ko:K00274,ECrel, Relation
ko:K03334,ko:K11182,ECrel, Relation
ko:K14265 ko:K00838,ko:K00274,ECrel, Relation
ko:K14265 ko:K00838,ko:K11182,ECrel, Relation
ko:K16903,ko:K04103,ECrel, Relation
ko:K04103,ko:K00274,ECrel, Relation
ko:K04103,ko:K11182,ECrel, Relation
ko:K01667,ko:K16903,ECrel, Relation
ko:K00502,ko:K16903,ECrel, Relation
ko:K16903,ko:K01593,ECrel, Relation
ko:K16903,ko:K00466,ECrel, Relation
ko:K16903,ko:K00463,ECrel, Relation
ko:K16903,ko:K00453,ECrel, Relation
ko:K16903,path:ko00400,maplink, Relation
ko:K16903,ko:K11812 ko:K11813,ECrel, Relation
ko:K01556,ko:K16901 ko:K16902,ECrel, Relation
ko:K01432 ko:K14263 ko:K07130,ko:K16901 ko:K16902,ECrel, Relation
path:ko00627,ko:K16901 ko:K16902,maplink, Relation
ko:K16901 ko:K16902,ko:K01556,ECrel, Relation
ko:K16901 ko:K16902,ko:K00452,ECrel, Relation
ko:K16901 ko:K16902,ko:K03782,ECrel, Relation
ko:K16901 ko:K16902,ko:K03781,ECrel, Relation
ko:K15067,path:ko00362,maplink, Relation
ko:K11817,ko:K11816,ECrel, Relation
ko:K00128 ko:K14085 ko:K00149,ko:K11816,ECrel, Relation
ko:K01501,ko:K11816,ECrel, Relation
ko:K01426,ko:K11816,ECrel, Relation
ko:K03334,ko:K11816,ECrel, Relation
ko:K14265 ko:K00838,ko:K11816,ECrel, Relation
ko:K16903,ko:K11816,ECrel, Relation
ko:K11816,ko:K04103,ECrel, Relation
cpd:C00078 ,cpd:C02700 ,irreversible, Reaction
cpd:C00331 ,cpd:C00637 ,irreversible, Reaction
cpd:C00643 ,cpd:C05646 ,irreversible, Reaction
cpd:C00078 ,cpd:C00331 ,irreversible, Reaction
cpd:C01598 ,cpd:C05642 ,irreversible, Reaction
cpd:C01598 ,cpd:C05643 ,irreversible, Reaction
cpd:C00978 ,cpd:C01598 ,irreversible, Reaction
cpd:C00780 ,cpd:C00978 ,irreversible, Reaction
cpd:C00780 ,cpd:C05647 ,irreversible, Reaction
cpd:C05635 ,cpd:C05660 ,irreversible, Reaction
cpd:C05638 ,cpd:C05639 ,irreversible, Reaction
cpd:C05651 ,cpd:C05638 ,irreversible, Reaction
cpd:C00643 ,cpd:C00780 ,irreversible, Reaction
cpd:C00643 ,cpd:C05648 ,irreversible, Reaction
cpd:C00078 ,cpd:C00331 ,irreversible, Reaction
cpd:C00463 ,cpd:C05658 ,irreversible, Reaction
cpd:C02700 ,cpd:C00328 ,irreversible, Reaction
cpd:C00332 ,cpd:C00024 ,irreversible, Reaction
cpd:C01144 ,cpd:C00332 ,irreversible, Reaction
cpd:C00877 ,cpd:C01144 ,irreversible, Reaction
cpd:C00527 ,cpd:C00877 ,irreversible, Reaction
cpd:C00322 ,cpd:C00527 ,irreversible, Reaction
cpd:C03824 ,cpd:C02220 ,irreversible, Reaction
cpd:C04409 ,cpd:C03824 ,irreversible, Reaction
cpd:C00632 ,cpd:C04409 ,irreversible, Reaction
cpd:C02700 ,cpd:C05653 ,irreversible, Reaction
cpd:C00328 ,cpd:C03227 ,irreversible, Reaction
cpd:C00328 ,cpd:C00108 ,irreversible, Reaction
cpd:C05653 ,cpd:C00108 ,irreversible, Reaction
cpd:C03227 ,cpd:C00632 ,irreversible, Reaction
cpd:C00078 ,cpd:C02700 ,irreversible, Reaction
cpd:C00078 ,cpd:C00463 ,irreversible, Reaction
cpd:C00078 ,cpd:C00643 ,irreversible, Reaction
cpd:C00632 ,cpd:C05640 ,irreversible, Reaction
cpd:C03227 ,cpd:C05645 ,irreversible, Reaction
cpd:C00328 ,cpd:C01252 ,irreversible, Reaction
cpd:C05636 ,cpd:C05637 ,irreversible, Reaction
cpd:C00078 ,cpd:C02693 ,irreversible, Reaction
cpd:C00078 ,cpd:C00398 ,irreversible, Reaction
cpd:C00780 ,cpd:C05634 ,irreversible, Reaction
cpd:C00637 ,cpd:C00954 ,irreversible, Reaction
cpd:C00637 ,cpd:C00954 ,irreversible, Reaction
cpd:C05648 ,cpd:C05651 ,irreversible, Reaction
cpd:C05634 ,cpd:C05635 ,irreversible, Reaction
cpd:C05634 ,cpd:C05635 ,irreversible, Reaction
cpd:C00398 ,cpd:C00637 ,irreversible, Reaction
cpd:C02938 ,cpd:C02693 ,irreversible, Reaction
cpd:C02693 ,cpd:C00954 ,irreversible, Reaction
cpd:C02938 ,cpd:C00954 ,irreversible, Reaction
cpd:C05837 ,cpd:C02938 ,irreversible, Reaction
cpd:C00398 ,cpd:C00637 ,irreversible, Reaction
cpd:C00780 ,cpd:C06212 ,irreversible, Reaction
cpd:C00398 ,cpd:C06213 ,irreversible, Reaction
cpd:C02220 ,cpd:C03453 ,irreversible, Reaction
cpd:C02937 ,cpd:C16518 ,irreversible, Reaction
cpd:C16518 ,cpd:C16516 ,irreversible, Reaction
cpd:C02937 ,cpd:C02938 ,irreversible, Reaction
cpd:C00078 ,cpd:C02937 ,irreversible, Reaction
cpd:C16517 ,cpd:C05837 ,irreversible, Reaction
cpd:C16516 ,cpd:C16517 ,irreversible, Reaction
cpd:C00632 ,cpd:C05640 ,irreversible, Reaction
cpd:C00331 ,cpd:C00954 ,irreversible, Reaction
cpd:C00078 ,cpd:C00331 ,irreversible, Reaction
cpd:C00108 ,cpd:C00632 ,irreversible, Reaction
path:ko00473,ko:K00814 ko:K14260 ko:K14272,maplink, Relation
path:ko00473,ko:K00259 ko:K19244,maplink, Relation
path:ko00473,ko:K00827 ko:K00830 ko:K14272,maplink, Relation
path:ko00473,ko:K09758,maplink, Relation
ko:K00814 ko:K14260 ko:K14272,ko:K09758,ECrel, Relation
ko:K00259 ko:K19244,ko:K09758,ECrel, Relation
ko:K00827 ko:K00830 ko:K14272,ko:K09758,ECrel, Relation
path:ko00010,ko:K00259 ko:K19244,maplink, Relation
path:ko00010,ko:K00827 ko:K00830 ko:K14272,maplink, Relation
path:ko00010,ko:K00814 ko:K14260 ko:K14272,maplink, Relation
ko:K01744,ko:K01755 ko:K14681,ECrel, Relation
ko:K01744,ko:K01756,ECrel, Relation
ko:K01744,path:ko00020,maplink, Relation
ko:K01755 ko:K14681,ko:K01756,ECrel, Relation
ko:K01755 ko:K14681,path:ko00020,maplink, Relation
ko:K01756,path:ko00020,maplink, Relation
ko:K00135 ko:K08324,path:ko00020,maplink, Relation
ko:K00139 ko:K17761 ko:K08324,path:ko00020,maplink, Relation
path:ko00020,ko:K00260 ko:K15371,maplink, Relation
path:ko00020,ko:K00261,maplink, Relation
path:ko00020,ko:K00262,maplink, Relation
path:ko00020,ko:K00264 ko:K00265 ko:K00266,maplink, Relation
path:ko00020,ko:K00264 ko:K00265 ko:K00266,maplink, Relation
path:ko00020,ko:K13566,maplink, Relation
ko:K00260 ko:K15371,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00260 ko:K15371,ko:K13566,ECrel, Relation
ko:K00261,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00261,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00261,ko:K13566,ECrel, Relation
ko:K00262,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00262,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00262,ko:K13566,ECrel, Relation
ko:K00264 ko:K00265 ko:K00266,ko:K13566,ECrel, Relation
ko:K00264 ko:K00265 ko:K00266,ko:K13566,ECrel, Relation
ko:K00764,ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ECrel, Relation
ko:K00764,ko:K00820,ECrel, Relation
ko:K00764,ko:K05597,ECrel, Relation
ko:K00764,ko:K01425,ECrel, Relation
ko:K00764,ko:K01915,ECrel, Relation
ko:K00764,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00764,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K00820,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K05597,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K01425,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K01915,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00820,ko:K05597,ECrel, Relation
ko:K00820,ko:K01425,ECrel, Relation
ko:K00820,ko:K01915,ECrel, Relation
ko:K00820,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00820,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K05597,ko:K01915,ECrel, Relation
ko:K05597,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K05597,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K01425,ko:K01915,ECrel, Relation
ko:K01425,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K01425,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K01915,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K01915,ko:K00264 ko:K00265 ko:K00266,ECrel, Relation
ko:K00820,path:map00530,maplink, Relation
ko:K00764,path:ko00230,maplink, Relation
ko:K11540 ko:K11541 ko:K01954 ko:K01955 ko:K01956,ko:K01948,ECrel, Relation
